Masked	Next masked
var17=pandas.read_csv var17.head 	var18=pandas.read_csv var18.head 
var18=pandas.read_csv var18.head 	var19=var16.predict 
var30=pandas.read_csv var30.head 	var31=pandas.read_csv var31.head 
var31=pandas.read_csv var31.head 	var32=pandas.read_csv var32.head 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 	var2.head 
var0=pandas.read_csv var1=pandas.read_csv 	var0=pandas.merge loc 
var0=pandas.read_csv 	var2.head 
var0=pandas.read_csv 	var1=numpy.unique var2=numpy.unique var3=numpy.unique var4=numpy.unique 
var2=pandas.read_csv 	var3=var1.append_0 var3=var3.filter 
var0=pandas.read_csv var2=pandas.read_csv 	var5=var3.merge 
var2.describe 	var1.tail 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	import_calendar dt var4.head 
var14=pandas.read_csv var14.head 	var16.head 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var2=pandas.read_csv 	dt dt dt dt 
var1=pandas.read_csv dt 	var1.set_index var1=var1.reindex 
var24=pandas.read_csv dt var24=pandas.merge var24=pandas.merge var24=pandas.merge 	loc 
var27=pandas.read_csv loc var24=pandas.merge 	loc 
var0=pandas.read_csv var0.tail 	var1=var1.sort_values var2=var1.nlargest var2.plot matplotlib.pyplot.show 
var6=pandas.read_csv 	var1.plot matplotlib.pyplot.show 
var0=pandas.read_csv var1=pandas.read_csv 	var8=numpy.mean 
var1=pandas.read_csv 	var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 
var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	var5=var0.sample 
var1=pandas.read_csv 	var7.sort var8.sort var10.sort var12=numpy.repeat var13=numpy.concatenate var14=numpy.concatenate var17=pandas.DataFrame var17.set_index var1.set_index var17.update var17.reset_index var1.reset_index var1.set_index 
var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv var9=pandas.read_csv 	var4.head 
var15=pandas.read_csv var16=pandas.read_csv 	var16=pandas.read_csv 
var16=pandas.read_csv 	var15=pandas.read_csv 
var15=pandas.read_csv 	var17=pandas.concat 
var26.to_csv var27.to_csv var28.to_csv 	var32=var32.reset_index var32.head 
var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv 	var8.head 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 	var6=var5.merge var7=var6.merge var8=var6.merge 
var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv 	matplotlib.pyplot.title matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.legend matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel 
var9=pandas.read_csv var12=pandas.DataFrame var9=var12.merge var12.append_0 	var9.head 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv 	var5.head 
var2=pandas.read_csv 	var2.to_feather 
var0=pandas.read_csv 	var1=var0.sample var1.head 
import_numpy import_os import_pandas var3=pandas.DataFrame var5=pandas.read_csv 	var2.head 
var0=pandas.read_csv var0.tail 	var1=pandas.read_csv 
var1=pandas.read_csv 	var2=pandas.merge var2.tail 
var12=pandas.read_csv 	dt dt dt dt 
var14=pandas.read_csv 	var3.plot matplotlib.pyplot.show 
var16=pandas.read_csv dt dt dt dt 	matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.show 
var16=pandas.read_csv var16.head 	var17=pandas.read_csv var17.head 
var14=pandas.read_csv var14.head 	var2=matplotlib.pyplot.figure var4=seaborn.countplot var2=var4.set_xticklabels 
var15=pandas.read_csv var15.head 	var2=matplotlib.pyplot.figure var2=matplotlib.pyplot.hist var2=matplotlib.pyplot.xlabel var2=matplotlib.pyplot.ylabel 
var16=pandas.read_csv var16.head 	var2=seaborn.countplot var2=seaborn.countplot 
var0=pandas.read_csv var1=pandas.read_csv var3=pandas.read_csv 	var3.head 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	var4=numpy.unique 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv 	var0.head 
import_pandas var0=pandas.read_csv var0.head 	var1=pandas.read_csv 
var9=pandas.read_csv 	var10=pandas.read_csv var10.plot 
var10=pandas.read_csv var10.plot 	var12=var10.groupby var13=var12.get_group var14=var12.get_group var15=var12.get_group 
var35=pandas.read_csv 	var36=var35.groupby 
import_pandas var40=pandas.read_csv var40.head 	index var40.head 
import_numpy import_pandas var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv 	dtypes var9=numpy.array var10.append_0 var11.append_1 
var4=pandas.read_csv 	var5=var2.groupby 
var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv var9=pandas.read_csv var10=pandas.read_csv 	var11=pandas.merge var11=pandas.merge var11=pandas.merge var11=pandas.merge 
var11=pandas.merge var11=pandas.merge var11=pandas.merge var11=pandas.merge 	var11.head 
var32=pandas.read_csv var32.head 	dt dt dt dt var32.drop 
var4=pandas.read_csv 	var5=pandas.get_dummies var6=pandas.get_dummies 
var1=pandas.read_csv var2=pandas.concat dt dt dt dt dt var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv 	var9=var2.sample var9=pandas.merge 
var2=pandas.DataFrame var6=pandas.DataFrame 	var15=var14.make_future_dataframe var16=var14.predict 
var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv 	var0.head 
var1=pandas.read_csv 	var2=pandas.unique var3=pandas.unique 
var0=pandas.read_csv var0.describe 	var1=pandas.read_csv var1.describe 
var1=pandas.read_csv var1.describe 	var1.head 
var9=pandas.read_csv var9.describe 	var9.head 
var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var1.set_index 	var4=pandas.merge var4=pandas.merge 
var4=pandas.merge var4=pandas.merge 	seaborn.set_style var7=var6.plot matplotlib.pyplot.show 
var1=pandas.read_csv var1.set_index var28=var28.pivot matplotlib.pyplot.figure var7=seaborn.heatmap var7.set_ylabel var7.set_xlabel var7.set_title matplotlib.pyplot.show 	seaborn.set_style var23.drop var25=var7.legend matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 
var1.append_0 	var3=pandas.DataFrame var3=pandas.concat 
var8.append_0 	var10=pandas.DataFrame shape var10=pandas.concat 
var18=pandas.read_csv 	var19=pandas.read_csv 
var0=pandas.read_csv seaborn.stripplot 	var5.fit var6=var5.score var3.append_0 
var22=pandas.read_csv var23=pandas.read_csv var22.head 	var24=var22.drop var25=var25.reshape var26=var23.drop var27=var27.reshape var28=pandas.concat 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn var0=pandas.read_csv var1=pandas.read_csv var0.head 	var2=var0.drop var5.fit var6=var5.predict 
var0=pandas.read_csv 	var0.to_csv 
var6=pandas.read_csv var8=var6.drop 	var9=var4.predict 
var3=pandas.read_csv var3.drop 	var5=var2.predict 
var29=pandas.read_csv var30=pandas.read_csv var29.head 	var31=var29.drop var32=var32.reshape var33=var30.drop var34=var34.reshape var35=pandas.concat 
import_xgboost var0=pandas.read_csv var1=pandas.read_csv var0.head 	var7=var0.drop var4.fit var9=var4.predict 
var0=pandas.read_csv var0=var0.sample var0=pandas.read_csv var3=var0.filter var4=var0.filter var0.drop var0.drop 	var6=lightgbm.Dataset var7=lightgbm.Dataset var9=lightgbm.train var0.drop iloc var11=var10.pop var0.drop var13=var12.pop 
var0=pandas.read_csv var1=pandas.concat seaborn.heatmap matplotlib.pyplot.show 	var2=pandas.DataFrame var2=pandas.concat var3.append_0 
var0=pandas.read_csv var1=pandas.read_csv var0.head 	var2=var0.drop var3=var3.reshape var4=var1.drop var5=var5.reshape var6=pandas.concat 
import_numpy import_matplotlib.pyplot import_pandas var0=pandas.read_csv var1=pandas.read_csv 	var6=var5.fit_transform var7=var5.transform var4=var5.transform var8.fit var9=var8.predict 
var11=var8.predict var12=pandas.read_csv 	var12.to_csv 
var12.to_csv 	var12.head 
var0=pandas.read_csv var1=pandas.read_csv 	var5.fit var7=var5.predict 
var1=pandas.read_csv var2=pandas.read_csv var1.head 	var3=var1.drop var4=var4.reshape var5=var2.drop var6=var6.reshape var7=pandas.concat 
var0=pandas.read_csv var1=var0.drop var1=var1.drop 	var3.fit var4=var3.score 
var8=pandas.read_csv var9=var8.drop 	var10=var6.predict var12=var12.reindex var12.to_csv 
var7=pandas.read_csv var7.head 	var8=var7.copy var8.head 
var0=pandas.read_csv var1=pandas.read_csv var0.head 	var3=var0.drop var4=var1.drop 
var9=pandas.read_csv 	var8=var8.drop 
var28=pandas.read_csv 	var28.to_csv 
var1=pandas.read_csv var2=pandas.read_csv 	import_seaborn 
var1=pandas.read_csv 	var1.sample 
var0.head 	var1=var0.copy 
var28=pandas.read_csv var28.head 	var28.to_csv 
import_time import_numpy import_pandas import_os import_gc import_random import_re import_lightgbm import_seaborn import_matplotlib.pyplot import_matplotlib var6=pandas.DataFrame var8=pandas.concat var6.to_csv import_os var10=pandas.read_csv var12=pandas.read_csv var10=pandas.read_csv var12=pandas.read_csv var10=var10.sample var12=var12.sample var10=var10.sample var12=var12.sample 	var14=var7.map 
pandas.set_option 	var47=lightgbm.cv var49=numpy.argmin var6=var6.append_0 var6.to_csv 
var47=lightgbm.cv var49=numpy.argmin var6=var6.append_0 var6.to_csv 	pandas.set_option 
var71=pandas.read_csv 	var71.to_csv 
var1=pandas.read_csv var2=pandas.read_csv 	var1.drop var2.drop 
var0=pandas.read_csv var1=pandas.read_csv var3=var0.drop 	var5=var5.drop var5=var5.drop var5=var5.drop 
var0=pandas.read_csv var1=pandas.read_csv 	missingno.matrix 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	matplotlib.pyplot.figure seaborn.countplot matplotlib.pyplot.savefig 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn var0=pandas.read_csv var1=pandas.read_csv 	var0.head 
var0=pandas.read_csv var1=pandas.read_csv var0.info 	var0.drop var2.append_0 
import_numpy import_pandas var0=pandas.read_csv var0.head 	var1=pandas.read_csv var2=pandas.read_csv 
var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	var2.head 
var0=pandas.read_csv var1=pandas.read_csv pandas.set_option pandas.set_option 	var0.head 
var44=pandas.read_csv var44.to_csv 	var45=xgboost.DMatrix var46=xgboost.DMatrix var48=xgboost.cv iloc iloc 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	seaborn.kdeplot seaborn.kdeplot var3=var3.flatten matplotlib.pyplot.tight_layout 
var84=pandas.read_csv var85=pandas.read_csv 	var84.drop var85.drop 
var107.append_0 	iloc iloc var80.fit var78=var80.predict var108.append_0 
var2=pandas.read_csv 	var72=lightgbm.LGBMClassifier var72.fit var2.to_csv 
var0=pandas.read_csv var1=pandas.read_csv var1.head 	var4=pandas.read_csv var4.head 
import_numpy import_pandas import_librosa import_numpy import_glob import_os import_pandas import_numpy import_matplotlib.pyplot import_h5py 	var4=pandas.read_csv var4.sample 
var4=pandas.read_csv var4.sample 	shape shape var9=var8.fit_transform 
var7=pandas.DataFrame var8=pandas.DataFrame 	var7.head 
var6=pandas.read_csv var7=pandas.read_csv 	var9=numpy.abs var10=numpy.diff var8.append_0 var8.append_1 var8.append_2 var8.append_3 var8.append_4 var8.append_5 var8.append_6 var8.append_7 var8.append_8 var8.append_9 var8.append_10 var8.append_11 var8.append_12 var8.extend var8.extend var8.extend var8.extend var8.extend var8.extend var8.extend var8.extend var8.extend var8.extend var8.extend var8.extend 
import_numpy import_pandas import_os import_librosa import_scipy var2=pandas.read_csv 	var5=pandas.read_csv var6=pandas.read_csv 
var9=pandas.DataFrame var10=pandas.DataFrame 	var9.head 
var5=pandas.read_csv var6=pandas.read_csv 	var14=numpy.hstack var15=numpy.hstack var16=numpy.hstack var17=numpy.hstack var18=numpy.hstack var19=numpy.hstack 
var20=pandas.DataFrame var21=pandas.DataFrame 	var20.head 
var6=pandas.read_csv var7=pandas.read_csv var7.head 	shape shape 
var7=pandas.read_csv var6=pandas.read_csv var7.to_csv var6.to_csv 	var46.add_row var46.add_row 
var7=pandas.read_csv var6=pandas.read_csv var7.to_csv var6.to_csv 	var37=lightgbm.train var11=var37.predict 
var5=pandas.read_csv var6=pandas.read_csv 	var12=numpy.hstack var13=numpy.hstack var14=numpy.hstack var15=numpy.hstack 
var16=pandas.DataFrame var17=pandas.DataFrame 	var16.head 
var53=numpy.ones_like var2=pandas.read_csv var52.append_0 	var53=numpy.ones_like var2=pandas.read_csv var52.append_0 var52.append_1 
var31=numpy.ones_like var2=pandas.read_csv var30.append_0 	import_librosa 
var31=numpy.ones_like var2=pandas.read_csv var30.append_0 	var31=numpy.ones_like var2=pandas.read_csv var30.append_0 var30.append_1 
import_IPython.display 	IPython.display.Audio 
import_tarfile var1.extractall var1.close var3=pandas.read_csv var4=pandas.read_csv var8=numpy.array var9=numpy.array 	import_numpy var10=numpy.arange X_train var12=var11.reshape var13=var11.reshape X_train X_train y_train y_train var20.append_0 
import_numpy import_pandas import_os import_matplotlib.pyplot var0=pandas.read_csv var0.head 	import_IPython.display IPython.display.Audio 
var0=pandas.read_csv var1=pandas.read_csv 	var3=var2.plot 
values 	matplotlib.pyplot.plot 
var9=pandas.read_csv iloc 	var12=var12.fit var13=var12.transform 
var0=pandas.read_csv var1=pandas.read_csv 	var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 
var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv 	var8=pandas.concat var9=pandas.concat 
var0=pandas.read_csv var1=pandas.read_csv 	var3=numpy.array var6=numpy.arange var5.append_0 
var13=pandas.read_csv var14=pandas.read_csv 	var16.sort_index var17.sort_index 
var41=pandas.read_csv 	var24=var24.reset_index var46=pandas.merge var46=pandas.merge var46=pandas.merge 
var0=pandas.read_csv var1=pandas.read_csv 	var2=numpy.array var5=numpy.arange var4.append_0 
var27=pandas.read_csv var28=pandas.read_csv 	var27=var27.astype var28=var28.astype 
var0=pandas.read_csv var1=pandas.read_csv 	var0.drop var1.drop 
var1=pandas.read_csv var1=pandas.read_csv 	var2.drop var6=pandas.read_csv var7=pandas.read_csv 
var2.drop var6=pandas.read_csv var7=pandas.read_csv 	var11=numpy.array var14=numpy.arange var13.append_0 
var16.to_csv var17.to_csv 	var39=numpy.argsort 
var42=pandas.read_csv 	numpy.all 
var50=pandas.read_csv 	numpy.all 
var1=pandas.read_csv var1.sort_values var1.head var3=pandas.DataFrame var4=var4.join 	var8=numpy.concatenate var12=numpy.concatenate var13=numpy.vstack var14=var14.reset_index var7.append_0 var14=var14.reset_index var7.append_1 
var1=pandas.read_csv var2=pandas.read_csv 	shape var4.append_0 
var0=pandas.read_pickle var1=pandas.read_pickle 	var0.info 
var0=pandas.read_csv var0.head 	var2=pandas.read_csv 
var0=pandas.read_csv 	var3.reset_index var7.fit var8=pandas.DataFrame var9=var7.predict var10=var7.predict 
var4=pandas.DataFrame var5=pandas.read_csv 	var2.head 
var2=pandas.DataFrame var3=pandas.DataFrame var4=pandas.DataFrame var5=pandas.DataFrame var6=pandas.DataFrame var7=pandas.DataFrame var8=pandas.DataFrame var9=pandas.DataFrame var10=pandas.DataFrame var11=pandas.DataFrame 	var0=pandas.concat var0=var0.drop var1=pandas.concat var1=var1.drop 
var7=pandas.read_csv var7.head 	var7.to_csv 
var6.to_csv var7.to_csv 	var8=var1.table_schema name 
var18.to_csv 	import_matplotlib.pyplot matplotlib.pyplot.setp matplotlib.pyplot.show 
var1=pandas.read_csv 	var3.head 
var3.head 	var6=var5.keys 
import_numpy import_pandas import_os var0=pandas.read_csv var1=pandas.read_csv import_json 	iloc 
import_os import_random import_pandas import_numpy import_matplotlib.pyplot import_seaborn import_squarify import_plotly.graph_objs import_json pandas.set_option dt dt dt dt var2=var2.replace var6=var6.replace var6.to_csv var7=var7.set_index 	import_pandas var8=pandas.read_csv var8.head 
import_pandas var8=pandas.read_csv var8.head 	import_pandas var9=pandas.read_csv var9.head 
import_pandas var9=pandas.read_csv var9.head 	var10=var9.select_dtypes 
var13=pandas.read_csv var15=pytz.timezone 	str str 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn var0=seaborn.color_palette import_os import_datetime import_plotly.offline plotly.offline.init_notebook_mode import_plotly.graph_objs import_plotly.figure_factory import_warnings var1=pandas.read_csv 	dt dt dt dt 
var0=pandas.read_csv var1=pandas.read_csv 	shape var3=pandas.DataFrame pandas.set_option 
var0=pandas.read_csv var1=pandas.read_csv 	var2=pandas.DataFrame var5=pandas.concat var5.drop 
import_os import_json import_pandas var2=pandas.read_csv var3=pandas.read_csv var4=pandas.concat var6=pandas.read_csv 	var1.head 
import_csv import_bq_helper var26.writerow var31.close var40=var39.estimate_query_size var42=var39.query_to_pandas_safe var43=pandas.read_csv var44=pandas.concat var31.close var47.writerow var46.close var47.writerow var40=var36.estimate_query_size var26.writerow var43=var36.query_to_pandas_safe var53=pandas.concat 	var59=pandas.DataFrame shape shape shape shape var59=pandas.DataFrame var59=pandas.DataFrame values values var59.to_csv 
var53.to_csv var31.close var40=var39.estimate_query_size var43=var39.query_to_pandas_safe var26.writerow var53=pandas.concat 	var144=pandas.read_csv var145=pandas.read_csv var146=pandas.concat var146.to_csv 
var144=pandas.read_csv var145=pandas.read_csv var146=pandas.concat var146.to_csv 	var146=pandas.read_csv 
var146=pandas.read_csv 	var149.to_csv 
var151=pandas.read_csv 	var40=var39.estimate_query_size 
