Masked	Next masked
var34=numpy.concatenate var37=var33.predict var38=var33.predict var29=matplotlib.pyplot.figure var30=var29.gca var30.scatter var30.scatter 	var39=var33.predict var42.fit var43=var42.predict 
var0.head 	matplotlib.pyplot.figure seaborn.lmplot 
matplotlib.pyplot.figure seaborn.lmplot 	matplotlib.pyplot.figure matplotlib.pyplot.scatter matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel 
matplotlib.pyplot.figure matplotlib.pyplot.scatter matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel 	var1=var0.drop 
var0.head 	var3=plotly.graph_objs.Bar var5=plotly.graph_objs.Figure 
var3=plotly.graph_objs.Bar var5=plotly.graph_objs.Figure 	var6=numpy.mean var7=numpy.cov 
matplotlib.pyplot.figure var24=matplotlib.gridspec.GridSpec matplotlib.pyplot.show var17=matplotlib.pyplot.subplot seaborn.distplot seaborn.distplot var17.set_xlabel var17.set_title 	var25.fit 
matplotlib.pyplot.figure var3=matplotlib.gridspec.GridSpec matplotlib.pyplot.show var4=matplotlib.pyplot.subplot seaborn.distplot var4.set_xlabel var4.set_title 	var0=var0.drop 
var17.suptitle var18=var17.add_subplot var18.set_xticklabels 	var20=var19.transform var21.fit var22=var19.transform var23=var21.predict 
var1.plot matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel 	matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show 
var9=pandas.Series var9.plot 	var0=var0.drop 
seaborn.jointplot 	var0.drop var0.head 
var0.head 	iloc iloc 
var6.head 	var7.head 
var7.head 	var12=numpy.concatenate iloc iloc iloc 
var27=var25.copy var25=var25.append_0 	var27.head 
var27.head 	iloc iloc 
var39=pandas.DataFrame var40=pandas.DataFrame 	var41.fit var35=var41.predict 
import_matplotlib.gridspec matplotlib.pyplot.figure var9=matplotlib.gridspec.GridSpec matplotlib.pyplot.show var10=matplotlib.pyplot.subplot seaborn.distplot seaborn.distplot var10.set_xlabel var10.set_title 	var11=pandas.concat 
var11=pandas.concat 	var15.fit var16=var15.predict 
var1.head 	var1.drop var1.insert var1.head 
var1.describe 	var4=var1.groupby 
var4=var1.groupby 	var5=var1.corr seaborn.heatmap matplotlib.pyplot.title 
var12=matplotlib.pyplot.figure var13=seaborn.kdeplot var13=seaborn.kdeplot matplotlib.pyplot.title 	var12=matplotlib.pyplot.figure var13=seaborn.kdeplot var13=seaborn.kdeplot matplotlib.pyplot.title 
seaborn.jointplot seaborn.jointplot 	var15=var1.drop 
var0.describe 	var0.sample 
var0.head 	matplotlib.pyplot.legend matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 
var0.plot matplotlib.pyplot.show 	import_seaborn seaborn.countplot 
import_seaborn seaborn.countplot 	var1.head 
var1.head 	var1.hist matplotlib.pyplot.show 
values values seaborn.barplot matplotlib.pyplot.title 	var0=var0.drop var0.head 
matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.yscale matplotlib.pyplot.show 	matplotlib.pyplot.hist matplotlib.pyplot.hist matplotlib.pyplot.legend matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 
import_matplotlib.gridspec import_seaborn matplotlib.pyplot.figure var3=matplotlib.gridspec.GridSpec matplotlib.pyplot.show var4=matplotlib.pyplot.subplot seaborn.distplot seaborn.distplot var4.set_xlabel var4.set_title 	var9=var7.as_matrix var11=var8.as_matrix 
var10=numpy.reshape var12=numpy.reshape 	var13=tensorflow.placeholder var14=tensorflow.placeholder 
var4.head 	var5=var4.corr seaborn.heatmap 
matplotlib.pyplot.figure matplotlib.pyplot.subplot matplotlib.pyplot.hist matplotlib.pyplot.yscale matplotlib.pyplot.title matplotlib.pyplot.grid 	matplotlib.pyplot.subplot 
seaborn.countplot 	var2=var0.drop 
var13=pandas.concat 	var2=var13.drop var15=var14.predict 
import_matplotlib.pyplot import_numpy import_pandas var0=pandas.read_csv var0.drop var0.drop var1=var0.query var2=var0.query matplotlib.pyplot.legend matplotlib.pyplot.show matplotlib.pyplot.tight_layout matplotlib.pyplot.show 	import_pandas import_numpy var0=pandas.read_csv var0.drop var0.drop var6=var0.drop var8.fit var9=var8.predict 
import_seaborn seaborn.countplot 	var0=var0.drop 
import_seaborn seaborn.countplot 	var0=var0.drop var0.head 
var17=numpy.count_nonzero var18=numpy.count_nonzero 	var21=var20.fit_transform var22=var20.transform var23=var20.transform 
var0.head 	loc var1.head var2.head loc loc loc loc 
seaborn.distplot seaborn.distplot matplotlib.pyplot.show 	matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show 
matplotlib.pyplot.title 	seaborn.countplot matplotlib.pyplot.title 
seaborn.countplot matplotlib.pyplot.title 	matplotlib.pyplot.title 
matplotlib.pyplot.title 	seaborn.heatmap matplotlib.pyplot.title 
matplotlib.pyplot.bar matplotlib.pyplot.title matplotlib.pyplot.xticks matplotlib.pyplot.ylabel matplotlib.pyplot.show 	var1.fit var10=var1.predict 
var3.hist matplotlib.pyplot.show 	var5.plot matplotlib.pyplot.xticks matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show 
var5.plot matplotlib.pyplot.xticks matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show 	var3=var3.drop var3.hist matplotlib.pyplot.show 
var3=var3.drop var3.hist matplotlib.pyplot.show 	var7.fit var8=var7.predict var10=matplotlib.pyplot.subplot seaborn.heatmap var10.set_xlabel var10.set_ylabel var10.set_title var11=var7.score 
var14=numpy.array var16=numpy.array var17=numpy.concatenate iloc iloc iloc 	var7.fit var21=var7.predict var10=matplotlib.pyplot.subplot seaborn.heatmap var10.set_xlabel var10.set_ylabel var10.set_title var23=var7.score 
var0.boxplot 	var1=var0.head 
var1=var0.head 	var2=pandas.melt 
loc var19.plot 	var19.plot matplotlib.pyplot.show 
var19.plot matplotlib.pyplot.show 	var19.plot matplotlib.pyplot.show 
var19.plot matplotlib.pyplot.show 	var19.plot var19.plot matplotlib.pyplot.savefig matplotlib.pyplot.show 
var19.plot var19.plot matplotlib.pyplot.savefig matplotlib.pyplot.show 	var21=pandas.to_datetime var1=var1.set_index 
var22=var22.set_index var22.head 	var24=pandas.read_csv var25=var24.drop 
import_matplotlib.pyplot var4.plot var3.plot 	import_seaborn var5=seaborn.pairplot 
var2=pandas.DataFrame seaborn.tsplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	var2=pandas.DataFrame var4=matplotlib.pyplot.figure var5=matplotlib.pyplot.subplot2grid matplotlib.pyplot.xlabel matplotlib.pyplot.xticks matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.subplots_adjust matplotlib.pyplot.show var7.append_0 
var2=pandas.DataFrame var10=var6.corr seaborn.heatmap matplotlib.pyplot.title matplotlib.pyplot.show var6.corr var9.append_0 	var2=pandas.DataFrame var10=var6.corr seaborn.heatmap matplotlib.pyplot.title matplotlib.pyplot.show var6.corr var9.append_0 
var13=var12.fit var14.plot matplotlib.pyplot.show var14.plot matplotlib.pyplot.show 	matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.show var13=var12.fit var20=var13.forecast var18.append_0 var17.append_1 
var0.describe 	var1.head 
var1.head 	var1=var1.set_index var1.sort_index 
var1=var1.set_index var1.sort_index 	var2=var1.plot var2.set_xlabel var2.set_ylabel 
matplotlib.pyplot.plot matplotlib.pyplot.title 	matplotlib.pyplot.plot matplotlib.pyplot.title 
import_matplotlib.dates seaborn.tsplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	import_matplotlib.ticker var5=matplotlib.pyplot.figure var6=matplotlib.pyplot.subplot2grid matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.subplots_adjust matplotlib.pyplot.show var8.append_0 
import_matplotlib.ticker var5=matplotlib.pyplot.figure var6=matplotlib.pyplot.subplot2grid matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.subplots_adjust matplotlib.pyplot.show var8.append_0 	import_matplotlib.dates seaborn.tsplot var5.autofmt_xdate matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 
import_matplotlib.dates seaborn.tsplot var5.autofmt_xdate matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	import_matplotlib.ticker var5=matplotlib.pyplot.figure var6=matplotlib.pyplot.subplot2grid matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.subplots_adjust matplotlib.pyplot.show var8.append_0 
import_matplotlib.dates seaborn.tsplot var5.autofmt_xdate matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	var1.head var11.append_0 var10.append_1 var12.append_2 
import_matplotlib.dates import_seaborn import_matplotlib.pyplot var0=seaborn.color_palette seaborn.tsplot var5.autofmt_xdate matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	var16=var7.corr seaborn.heatmap matplotlib.pyplot.title matplotlib.pyplot.show var15.append_0 var18=pandas.read_csv var7=pandas.read_csv var18=pandas.merge 
matplotlib.pyplot.legend matplotlib.pyplot.title matplotlib.pyplot.show matplotlib.pyplot.plot 	matplotlib.pyplot.legend matplotlib.pyplot.title matplotlib.pyplot.show matplotlib.pyplot.plot 
var3.fit var4=var3.predict matplotlib.pyplot.subplot matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.subplot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.show 	var6=pandas.DataFrame var7=numpy.argmax var8=numpy.roll matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.show 
var6=pandas.DataFrame var7=numpy.argmax var8=numpy.roll matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.show 	matplotlib.pyplot.matshow matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.xlabel matplotlib.pyplot.show var6.corr 
matplotlib.pyplot.matshow matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.xlabel matplotlib.pyplot.show var6.corr 	matplotlib.pyplot.matshow matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.xlabel matplotlib.pyplot.show var6.corr 
var2=seaborn.color_palette seaborn.tsplot matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	seaborn.tsplot matplotlib.pyplot.title matplotlib.pyplot.show 
seaborn.tsplot matplotlib.pyplot.title matplotlib.pyplot.show 	seaborn.tsplot matplotlib.pyplot.title matplotlib.pyplot.show 
import_matplotlib.dates import_seaborn import_matplotlib.pyplot var2=seaborn.color_palette seaborn.tsplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	var4.append_0 var3.append_1 var5.append_2 
seaborn.tsplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	seaborn.tsplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 
seaborn.tsplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	seaborn.tsplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show seaborn.tsplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 
seaborn.tsplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show seaborn.tsplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	var8.remove var8.append_0 var11=var10.corr seaborn.heatmap matplotlib.pyplot.title matplotlib.pyplot.show var9=pandas.merge var8.append_1 
var16=pandas.DataFrame var16=var16.sort_values var17=numpy.arange matplotlib.pyplot.show var14.append_0 var15.append_1 	var25.fit var31=var25.predict 
var0=var0.split 	var2=pandas.read_csv var2=var2.rename var2=var2.set_index 
matplotlib.pyplot.plot matplotlib.pyplot.show 	loc 
seaborn.pairplot 	seaborn.lmplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel 
seaborn.lmplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel 	seaborn.lmplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel 
seaborn.lmplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel 	loc loc loc loc loc 
matplotlib.pyplot.plot matplotlib.pyplot.xticks matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel 	var13=pandas.DataFrame var13=var13.drop var14=statsmodels.api.add_constant var15=statsmodels.api.OLS var16=var15.fit 
var5=pandas.concat var5.head 	var5.info 
var1.head 	var2=var1.set_index var2.sort_index 
var2=var1.set_index var2.sort_index 	var2.plot 
var2.plot 	var4=pandas.Series 
matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.legend matplotlib.pyplot.title matplotlib.pyplot.show 	var9=var8.plot var9.set_figwidth var9.set_figheight var9.suptitle matplotlib.pyplot.show 
var9=var8.plot var9.set_figwidth var9.set_figheight var9.suptitle matplotlib.pyplot.show 	var12=numpy.log10 var12.dropna var13=var12.diff var13.dropna 
seaborn.set_style seaborn.set_context 	seaborn.pairplot 
seaborn.pairplot 	var4.idxmax 
seaborn.boxplot seaborn.swarmplot var5.set_ylim 	matplotlib.pyplot.legend 
matplotlib.pyplot.legend 	loc 
matplotlib.pyplot.legend 	seaborn.heatmap 
seaborn.heatmap 	seaborn.clustermap 
seaborn.clustermap 	matplotlib.pyplot.legend 
matplotlib.pyplot.legend 	matplotlib.pyplot.legend 
var18.head 	var23=pandas.merge 
var23=pandas.merge 	var20.plot 
var1.head 	var5=pandas.DataFrame var5=var5.sort_values var6=numpy.arange matplotlib.pyplot.show var3.append_0 var4.append_1 
import_matplotlib.ticker var2=matplotlib.pyplot.figure var3=matplotlib.pyplot.subplot2grid matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.subplots_adjust matplotlib.pyplot.show var5.append_0 	var1=pandas.read_csv seaborn.tsplot var2.autofmt_xdate matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 
var1=pandas.read_csv seaborn.tsplot var2.autofmt_xdate matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	var1.head var11=var4.corr seaborn.heatmap matplotlib.pyplot.title matplotlib.pyplot.show var10.append_0 var1=pandas.read_csv var4=pandas.read_csv var1=pandas.merge 
var12.plot 	var12.plot_components 
import_matplotlib.dates seaborn.tsplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	var13=numpy.array 
import_matplotlib.ticker var18=matplotlib.pyplot.figure var19=matplotlib.pyplot.subplot2grid matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.subplots_adjust matplotlib.pyplot.show var21.append_0 	var23=pandas.read_csv import_matplotlib.dates seaborn.tsplot var18.autofmt_xdate matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 
import_matplotlib.ticker var24.append_0 	import_matplotlib.dates seaborn.tsplot var18.autofmt_xdate matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 
import_matplotlib.dates seaborn.tsplot var18.autofmt_xdate matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	import_matplotlib.ticker var18=matplotlib.pyplot.figure var19=matplotlib.pyplot.subplot2grid matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.subplots_adjust matplotlib.pyplot.show var21.append_0 
import_matplotlib.ticker var18=matplotlib.pyplot.figure var19=matplotlib.pyplot.subplot2grid matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.subplots_adjust matplotlib.pyplot.show var21.append_0 	import_matplotlib.dates seaborn.tsplot var18.autofmt_xdate matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 
import_matplotlib.dates seaborn.tsplot var18.autofmt_xdate matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	var1.head var28.append_0 var27.append_1 var29.append_2 
import_matplotlib.dates import_seaborn import_matplotlib.pyplot var0=seaborn.color_palette seaborn.tsplot var18.autofmt_xdate matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	var23.head var33=var20.corr seaborn.heatmap matplotlib.pyplot.title matplotlib.pyplot.show var32.append_0 var23=pandas.read_csv var20=pandas.read_csv var23=pandas.merge 
numpy.mean 	numpy.var 
numpy.var 	numpy.std 
var7.head 	var8.tail 
var9=var9.reshape var11=var11.reshape 	var12.fit 
var17.head 	import_statsmodels 
matplotlib.pyplot.hist matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show matplotlib.pyplot.imshow matplotlib.pyplot.show 	var9=numpy.array var12=numpy.round 
var0.sort var1=numpy.stack var1=var1.astype matplotlib.pyplot.hist matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show matplotlib.pyplot.imshow matplotlib.pyplot.show var2=numpy.array var5=numpy.round var8=var1.transpose var9=matplotlib.pyplot.figure var10=var9.add_subplot var11.set_facecolor var10.add_collection3d var10.set_xlim var10.set_ylim var10.set_zlim matplotlib.pyplot.show var14=numpy.abs var14=numpy.abs 	var18.sort 
import_dicom 	var3.append_0 
import_numpy import_pandas import_dicom import_os import_matplotlib.pyplot import_cv2 import_math var2=pandas.read_csv numpy.save var9.sort var10.append_0 var7=numpy.array var5.append_1 var7=numpy.array 	import_tensorflow import_pandas import_tflearn import_numpy import_pandas import_matplotlib.pyplot var5=numpy.load var15=tensorflow.placeholder var16=tensorflow.placeholder var15=tensorflow.reshape var23=tensorflow.reshape var26=tensorflow.reduce_mean var32=tensorflow.argmax var33=tensorflow.argmax var34=pandas.Series var35=pandas.Series var36=pandas.crosstab var38=tensorflow.equal var39=tensorflow.reduce_mean var29.append_0 matplotlib.pyplot.matshow matplotlib.pyplot.colorbar var40=numpy.arange matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.show var31.append_1 var31.append_2 var30.append_3 var30.append_4 
var3=var2.get_value var5.sort 	var3=var2.get_value var5.sort 
import_matplotlib.pyplot var3=var2.get_value var5.sort matplotlib.pyplot.imshow matplotlib.pyplot.show 	import_cv2 import_numpy var3=var2.get_value var5.sort var7=matplotlib.pyplot.figure matplotlib.pyplot.show var8=var7.add_subplot var8.imshow 
import_cv2 import_numpy var3=var2.get_value var5.sort var7=matplotlib.pyplot.figure matplotlib.pyplot.show var8=var7.add_subplot var8.imshow 	import_math var2=pandas.read_csv var3=var2.get_value var5.sort var11.append_0 
var3=var2.get_value var5.sort var7=matplotlib.pyplot.figure matplotlib.pyplot.show var11.append_0 var11.append_1 var11.append_2 var11.append_3 var8=var7.add_subplot var8.imshow 	import_numpy import_pandas import_dicom import_os import_matplotlib.pyplot import_cv2 import_math var17=pandas.read_csv numpy.save var3=var2.get_value var5.sort var11.append_0 var11.append_1 var11.append_2 var11.append_3 var7=matplotlib.pyplot.figure matplotlib.pyplot.show var3=numpy.array var18.append_4 var8=var7.add_subplot var8.imshow var3=numpy.array 
var2.head 	var3=var2.get_value var5.sort 
