Masked	Next masked
import_matplotlib.pyplot 	matplotlib.pyplot.hist matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel 
import_lightgbm import_gc import_matplotlib.pyplot 	var48=var48.drop var49=var49.drop var48=numpy.array var49=numpy.array var52=numpy.zeros var53=numpy.zeros var54=numpy.zeros var57=pandas.DataFrame var58=pandas.DataFrame var55.append_0 var56.append_1 var60.append_2 var61=pandas.DataFrame var48=pandas.get_dummies var49=pandas.get_dummies var63=lightgbm.LGBMClassifier var63.fit var55.append_3 var56.append_4 var62.append_5 
import_numpy import_pandas import_matplotlib import_matplotlib.pyplot import_seaborn matplotlib.pyplot.xkcd import_os 	var3=pandas.read_csv 
import_numpy import_pandas import_warnings import_lightgbm import_gc 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy 	import_pandas 
import_pandas 	import_matplotlib import_matplotlib.pyplot import_seaborn 
import_pandas pandas.set_option import_numpy import_matplotlib.pyplot import_seaborn var0=seaborn.color_palette import_gc import_warnings import_time 	var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv 
import_numpy import_pandas import_xgboost import_os 	import_gc 
import_numpy import_pandas import_os import_matplotlib.pyplot import_seaborn import_scipy import_plotly.offline plotly.offline.init_notebook_mode import_plotly.graph_objs import_plotly.offline plotly.offline.init_notebook_mode 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var3=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv 
import_numpy import_pandas import_os import_matplotlib import_matplotlib.pyplot import_seaborn import_gc import_lightgbm 	var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv var9=pandas.read_csv 
import_numpy import_pandas pandas.set_option import_seaborn import_matplotlib.pyplot import_plotly.offline plotly.offline.init_notebook_mode import_plotly.graph_objs import_plotly.tools import_os import_gc 	var0=pandas.read_csv var0.head 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_os import_warnings 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv 
import_gc import_numpy import_pandas 	var0=pandas.concat var1.drop 
import_numpy import_pandas import_gc pandas.set_option 	var0=pandas.read_csv var1=pandas.read_csv var0=pandas.get_dummies var2=pandas.get_dummies var3=var0.drop 
import_pandas import_numpy import_matplotlib import_matplotlib.pyplot import_seaborn import_os 	var1=pandas.concat var1.head 
import_numpy import_pandas import_xgboost import_os 	var0=pandas.read_csv var1=pandas.read_csv var0.head 
import_pandas import_numpy import_matplotlib.pyplot import_seaborn import_gc 	var0=pandas.read_csv var3=pandas.read_csv var4=pandas.get_dummies var5=pandas.get_dummies var6=pandas.get_dummies var7=pandas.concat var7=var7.merge var10=pandas.read_csv var12=pandas.DataFrame var10=pandas.concat var15=pandas.read_csv var15=pandas.concat var18=pandas.read_csv var18=pandas.concat var20=pandas.read_csv var22=pandas.read_csv var23=pandas.read_csv var22=var22.merge var23=var23.merge var22=var22.merge var23=var23.merge var22=var22.merge var23=var23.merge var22=var22.merge var23=var23.merge var22=var22.merge var23=var23.merge var12=pandas.concat 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_gc import_os 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_os import_matplotlib.pyplot import_plotly.graph_objs import_seaborn import_lightgbm import_itertools 	index values var5=plotly.graph_objs.Figure var6=plotly.graph_objs.Bar var5=plotly.graph_objs.Figure var6=plotly.graph_objs.Bar var5=plotly.graph_objs.Figure var16=plotly.graph_objs.Bar var17=plotly.graph_objs.Bar index values var6=plotly.graph_objs.Bar var6=plotly.graph_objs.Bar 
import_lightgbm 	import_gc 
import_numpy import_pandas import_matplotlib import_matplotlib.pyplot import_seaborn import_gc import_plotly import_plotly.graph_objs import_os 	var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv 
import_pandas import_numpy import_matplotlib.pyplot import_seaborn import_seaborn import_os import_glob 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv 
import_pandas import_numpy import_matplotlib.pyplot import_seaborn 	import_sys 
import_lightgbm 	var31=var31.drop 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_os import_gc 	var0=pandas.read_csv var1=pandas.read_csv var2=var0.append_0 var2.set_index var3=pandas.get_dummies 
import_numpy import_pandas import_seaborn import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 
import_numpy import_pandas import_seaborn import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv 
import_numpy import_pandas import_seaborn import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 
import_numpy import_scipy import_pandas import_matplotlib.pyplot import_seaborn import_warnings 	var0=pandas.read_csv var0=pandas.DataFrame 
import_numpy import_pandas import_os 	import_featuretools import_matplotlib.pyplot import_seaborn import_warnings 
import_featuretools 	var9=featuretools.EntitySet 
import_gc 	var25=var25.drop var24=var24.drop 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv 
import_numpy import_pandas import_os 	import_sys import_matplotlib.pyplot import_seaborn import_warnings 
import_sys import_matplotlib.pyplot import_seaborn import_warnings 	var4=var0.append_0 import_gc 
import_lightgbm 	var1=var1.drop var0=var0.drop 
import_numpy import_pandas import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv 
import_pandas import_numpy import_matplotlib.pyplot 	var6=pandas.concat var6=pandas.get_dummies var8=pandas.read_csv var10=var10.fillna var10=var10.fillna var10=var10.fillna 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv 
import_numpy import_pandas import_seaborn import_matplotlib.pyplot 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_os import_matplotlib.pyplot import_seaborn 	import_numpy import_pandas import_os 
import_numpy import_pandas import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv 
import_numpy import_pandas import_os 	import_pandas import_seaborn import_matplotlib.pyplot 
import_numpy import_pandas import_matplotlib.pyplot import_gc import_os 	matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.xlim matplotlib.pyplot.ylim matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.legend matplotlib.pyplot.tight_layout matplotlib.pyplot.show matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.xlim matplotlib.pyplot.ylim matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.legend matplotlib.pyplot.tight_layout matplotlib.pyplot.show var0.append_0 matplotlib.pyplot.plot var0.append_1 matplotlib.pyplot.plot 
import_numpy import_pandas import_xgboost import_os 	var0=pandas.read_csv 
import_pandas import_numpy import_matplotlib.pyplot import_os import_warnings pandas.set_option pandas.set_option 	var0=pandas.read_csv 
import_pandas import_numpy import_xgboost import_lightgbm import_warnings import_matplotlib.pyplot import_seaborn 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_os import_warnings import_matplotlib.pyplot import_seaborn 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_os 	var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv 
import_seaborn import_matplotlib.pyplot 	seaborn.countplot matplotlib.pyplot.show 
import_numpy import_pandas import_seaborn import_lightgbm 	var0=pandas.read_csv var0.head 
import_numpy import_pandas import_os 	import_pandas import_numpy import_matplotlib import_matplotlib.pyplot import_seaborn 
import_pandas import_numpy import_matplotlib import_matplotlib.pyplot import_seaborn 	import_os 
import_os 	var1=pandas.read_csv var2=pandas.read_csv 
import_os 	import_pandas import_numpy import_matplotlib import_matplotlib.pyplot import_seaborn 
import_pandas import_numpy import_matplotlib import_matplotlib.pyplot import_seaborn 	var1=pandas.read_csv var2=pandas.read_csv 
import_numpy import_pandas import_os 	import_pandas import_numpy import_sklearn import_matplotlib.pyplot import_seaborn import_warnings import_matplotlib.style matplotlib.style.use 
import_pandas import_numpy import_sklearn import_matplotlib.pyplot import_seaborn import_warnings import_matplotlib.style matplotlib.style.use 	var0=pandas.read_csv pandas.set_option var0.head var0.info 
import_numpy import_pandas import_os 	import_os 
import_os 	import_numpy import_pandas import_matplotlib.pyplot import_seaborn 
import_os 	import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_datetime import_missingno seaborn.set import_gc import_sys import_xgboost import_warnings 
import_numpy import_pandas import_os 	var0=pandas.read_csv var1=pandas.read_csv var0=var0.fillna var1=var1.fillna iloc var0=pandas.concat var0=var7.transform var1=var7.transform 
import_pandas import_numpy import_os import_sys 	var15=pandas.read_csv var15.head 
import_numpy import_pandas import_os 	import_pandas import_os 
import_os import_pandas import_numpy import_seaborn import_matplotlib.pyplot 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv 
import_numpy import_pandas import_os 	import_featuretools 
import_warnings import_numpy import_pandas import_matplotlib.pyplot import_os 	var0=pandas.read_csv var1=pandas.read_csv 
import_pandas import_numpy import_math import_random import_time import_matplotlib.pyplot 	var0=pandas.read_csv var1=pandas.read_csv iloc iloc 
import_numpy import_pandas import_os import_matplotlib.pyplot import_seaborn 	var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv 
import_numpy import_pandas import_time import_os 	var0=pandas.get_dummies shape iloc var3=pandas.DataFrame var3.sort_values var9=var0.corr var10=var9.where 
import_pandas import_numpy 	var2=pandas.read_csv 
import_os 	var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv var9=pandas.read_csv 
import_pandas import_numpy import_matplotlib import_matplotlib.pyplot import_seaborn var0=seaborn.color_palette 	var8=pandas.read_csv var8.info 
import_numpy import_pandas import_matplotlib import_matplotlib.pyplot import_seaborn 	var5=pandas.concat var0.remove 
import_lightgbm import_gc import_matplotlib.pyplot 	var32=var32.drop var33=var33.drop var32=numpy.array var33=numpy.array var36=numpy.zeros var37=numpy.zeros var38=numpy.zeros var41=pandas.DataFrame var42=pandas.DataFrame var39.append_0 var40.append_1 var44.append_2 var45=pandas.DataFrame var32=pandas.get_dummies var33=pandas.get_dummies var47=lightgbm.LGBMClassifier var47.fit var39.append_3 var40.append_4 var46.append_5 
import_pickle 	var42=pandas.DataFrame var42=var42.merge 
import_os import_gc import_numpy import_pandas import_seaborn import_matplotlib.pyplot 	var2=pandas.read_csv var3=pandas.read_csv 
import_numpy import_pandas import_os import_gc import_matplotlib.pyplot 	var0=pandas.read_csv 
var54=pandas.DataFrame 	var54.to_csv 
import_numpy import_pandas import_warnings import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.concat 
import_numpy import_pandas import_seaborn 	var0=pandas.read_csv var0.head 
import_os import_sys import_multiprocessing import_numpy import_pandas import_seaborn import_warnings 	var0=numpy.ceil var1=pandas.DataFrame var1=var1.merge var1.extend 
import_os import_pandas import_seaborn 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_os 	import_numpy import_pandas import_os import_matplotlib.pyplot import_seaborn 
import_numpy import_pandas import_os import_matplotlib.pyplot import_seaborn 	import_numpy import_pandas var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv 
